,bathrooms,bedrooms,features,interest_level,latitude,listing_id,longitude,photos,price,created_month,created_day
113433,2.0,2,7,low,40.7838,6842865,-73.9535,10,7350.0,4,8
113434,1.0,1,5,low,40.7366,6918544,-73.9933,4,3100.0,4,24
113438,2.0,3,14,medium,40.7073,6883476,-74.0046,5,5100.0,4,16
113442,1.0,3,4,low,40.7259,6932192,-73.9899,9,5995.0,4,27
113444,1.0,1,9,low,40.7189,6911168,-73.9832,7,3525.0,4,22
113449,1.0,1,4,low,40.7634,6895741,-73.9638,3,3995.0,4,19
113450,3.0,4,10,low,40.7756,6861175,-73.9581,7,13000.0,4,12
113451,1.0,1,10,low,40.7475,6922291,-74.0077,5,3725.0,4,25
113452,1.0,3,4,low,40.6907,6860361,-73.9216,0,3100.0,4,12
113453,1.0,1,11,low,40.7678,6868081,-73.9915,8,3195.0,4,13
113454,1.0,3,3,medium,40.7652,6893980,-73.9897,9,4295.0,4,19
113457,1.0,1,9,low,40.706,6947520,-73.852651,8,1875.0,4,30
113458,0.0,1,0,low,40.6865,6860196,-73.9134,0,1900.0,4,12
113460,1.0,1,6,low,40.7957,6812113,-73.9727,5,3125.0,4,2
113463,1.0,0,4,low,40.7494,6820120,-73.9875,5,2775.0,4,4
113466,1.0,1,6,medium,40.7733,6947801,-73.9814,6,3375.0,4,30
113467,2.0,2,3,low,40.7491,6936818,-73.9789,5,4750.0,4,28
113468,1.0,1,12,low,40.7056,6895847,-74.0162,7,3352.0,4,19
113469,1.0,1,5,medium,40.724,6842045,-73.9947,6,3250.0,4,8
113471,1.0,0,2,high,40.6404,6835166,-74.0162,1,1395.0,4,6
113473,1.0,2,7,low,40.7586,6886699,-73.9838,7,3200.0,4,17
113475,1.0,0,11,low,40.7056,6816826,-74.0162,4,2550.0,4,2
113476,2.0,2,3,low,40.7902,6818385,-73.9678,4,4350.0,4,3
113477,1.0,0,6,high,40.7211,6878791,-73.852651,3,1225.0,4,15
113479,1.0,2,10,low,40.7466,6816528,-73.9779,4,3300.0,4,2
113482,1.0,3,7,high,40.7447,6875342,-73.9741,6,4695.0,4,15
113484,1.0,0,2,low,40.7771,6902921,-73.9445,3,1875.0,4,20
113495,1.0,2,3,low,40.7885,6835625,-73.9488,0,1900.0,4,7
113496,1.0,0,7,low,40.706,6819618,-74.0088,4,3800.0,4,3
113497,1.0,1,13,medium,40.7145,6837550,-73.9383,11,2350.0,4,7
1135,1.0,0,3,low,40.7341,7096628,-73.9896,4,3725.0,6,2
113502,1.0,2,2,medium,40.7311,6886084,-74.0045,6,3600.0,4,17
113503,1.0,0,1,low,40.7604,6905932,-73.9617,2,2350.0,4,21
113505,1.0,2,13,medium,40.7905,6837495,-73.9688,5,3100.0,4,7
113506,1.0,3,4,low,40.6404,6907291,-74.0162,13,2725.0,4,21
113509,1.0,3,5,low,40.6926,6847911,-73.9315,4,2566.0,4,9
11351,1.0,1,11,low,40.7067,7145075,-74.0071,7,2625.0,6,12
113510,2.0,2,3,medium,40.7421,6864456,-73.9788,5,4095.0,4,13
113512,1.0,2,12,low,40.7073,6885839,-74.0046,4,2875.0,4,17
113513,1.0,1,2,medium,40.6812,6928600,-73.9338,11,1900.0,4,27
113514,1.0,0,1,medium,40.7248,6824304,-73.9885,4,2250.0,4,5
11352,2.0,2,5,low,40.8015,7111926,-73.9627,4,3350.0,6,5
113520,2.0,2,9,low,40.7448,6898180,-73.9909,8,6643.0,4,20
113523,1.0,2,7,low,40.7095,6845744,-74.0131,6,3450.0,4,8
113524,1.0,2,5,low,40.7073,6838473,-74.0046,10,2800.0,4,7
113527,1.0,2,7,low,40.7491,6841961,-73.9789,9,3700.0,4,8
113531,1.0,2,4,low,40.728,6939139,-73.9808,4,3490.0,4,28
113534,1.0,2,0,low,40.7046,6947363,-73.9429,5,2389.0,4,30
113539,1.0,2,7,low,40.7466,6937872,-73.9779,6,3490.0,4,28
113540,1.0,1,10,medium,40.7487,6911367,-73.9895,3,4000.0,4,22
113541,1.0,1,4,low,40.7562,6818047,-73.9968,6,4250.0,4,3
113542,1.0,0,4,low,40.7468,6897524,-73.9818,3,2600.0,4,20
113544,1.0,2,3,high,40.7297,6838949,-73.9794,4,3000.0,4,7
113550,1.0,0,5,low,40.7047,6912479,-74.0076,14,2757.0,4,22
113552,1.0,0,0,medium,40.7291,6865783,-74.0162,7,695.0,4,13
113553,1.0,1,16,low,40.7176,6815619,-73.9531,9,3675.0,4,2
113559,1.0,1,0,low,40.7035,6947524,-74.0109,8,4250.0,4,30
11356,1.0,0,3,low,40.7678,7198260,-73.987,3,1935.0,6,22
113560,1.0,0,7,high,40.7775,6907854,-73.9473,4,2000.0,4,21
113563,1.0,0,0,low,40.779,6903436,-73.9461,0,1950.0,4,21
113566,2.0,3,3,low,40.7826,6916004,-73.9572,3,8995.0,4,23
113567,1.0,1,4,low,40.7834,6991583,-73.9833,4,2350.0,4,20
113568,1.0,2,12,medium,40.7413,6943317,-73.9779,6,3100.0,4,29
113570,1.0,1,6,low,40.761,7300855,-73.9935,8,3400.0,4,17
113571,1.0,1,6,low,40.6751,6908298,-73.9511,16,2500.0,4,21
113572,1.0,1,15,low,40.7677,6814774,-73.9916,5,3500.0,4,2
113573,1.0,1,0,low,40.7257,6845523,-74.0028,6,2750.0,4,8
113574,1.0,4,0,medium,40.6869,6908674,-73.9132,12,3400.0,4,21
113577,1.0,0,4,low,40.7301,6819270,-73.9927,10,3095.0,4,3
113578,2.0,3,15,medium,40.7644,6932335,-73.985,6,4850.0,4,27
113581,2.0,4,11,low,40.753,6859230,-73.9695,8,5977.0,4,12
113583,1.0,1,3,low,40.7802,6891821,-73.9518,4,2011.0,4,19
113586,3.0,3,8,low,40.7558,6832576,-73.9633,3,8000.0,4,6
113587,1.0,0,4,low,40.7635,6852039,-73.9848,8,2450.0,4,10
11359,2.0,2,9,low,40.7647,7102930,-73.959,7,4350.0,6,3
113590,3.0,3,4,low,40.7642,6853424,-73.9913,6,5495.0,4,10
113592,1.0,0,7,low,40.7749,6896050,-73.9782,3,2290.0,4,19
113594,1.0,1,12,medium,40.7439,6936461,-73.9743,3,3150.0,4,28
113599,1.0,0,0,medium,40.7291,6831246,-74.0162,7,695.0,4,6
11360,1.0,0,1,low,40.7793,7208624,-73.9496,3,1850.0,6,24
113602,2.0,2,8,low,40.6931,6948265,-73.9929,9,4600.0,4,30
113603,1.0,1,2,medium,40.7745,6845178,-73.9533,5,2300.0,4,8
113606,1.0,0,5,medium,40.7466,6937986,-73.9779,4,2400.0,4,28
113607,1.0,1,3,low,40.7742,6865864,-73.9557,5,2195.0,4,13
11361,1.0,0,8,low,40.796,7197981,-73.9742,6,2600.0,6,22
113610,1.5,1,14,low,40.7645,6821823,-73.9739,8,12000.0,4,4
113612,1.0,2,3,low,40.6664,6912769,-73.9784,10,3400.0,4,22
113614,1.0,1,3,low,40.7199,6891822,-73.9968,2,2895.0,4,19
113618,1.0,2,7,medium,40.7191,6815862,-74.0109,4,4475.0,4,2
11362,1.0,2,10,low,40.7177,7096593,-73.9984,6,3995.0,6,2
113620,1.0,1,2,low,40.7273,6839126,-73.9939,4,2689.0,4,7
113622,1.0,2,4,low,40.6877,6863060,-73.945,7,2950.0,4,13
113624,1.0,1,9,low,40.7777,6851653,-73.9883,6,4220.0,4,10
113626,1.0,1,2,high,40.7788,6822113,-73.9118,6,1750.0,4,4
113627,1.0,0,6,low,40.7777,6858298,-73.9759,5,2900.0,4,12
113629,1.0,1,3,high,40.6404,6847071,-74.0027,3,1400.0,4,9
11363,1.0,1,7,low,40.7528,7206610,-74.0032,8,3450.0,6,24
113630,1.0,2,8,low,40.7674,6881900,-73.9837,5,5169.0,4,16
113636,1.0,1,8,medium,40.7518,6886974,-73.9695,6,3595.0,4,17
113638,1.0,2,12,high,40.8232,6818395,-73.9474,9,1900.0,4,3
113639,1.0,1,7,low,40.7446,6889355,-73.974,3,2395.0,4,18
11364,1.0,1,3,low,40.7239,7218822,-74.0042,6,2795.0,6,26
113640,1.0,2,1,low,40.6664,6853143,-73.9906,8,2475.0,4,10
113642,1.0,3,7,medium,40.7081,6866935,-74.0065,6,3950.0,4,13
113645,1.0,0,6,low,40.747,6863837,-73.984,4,3591.0,4,13
113646,2.0,3,9,medium,40.7772,6844422,-73.9561,7,3900.0,4,8
113647,1.0,1,8,low,40.796,6821171,-73.9742,8,2600.0,4,4
113648,1.0,3,12,low,40.753,6849886,-73.9695,7,5400.0,4,9
11365,1.0,1,0,medium,40.7747,7205857,-73.9541,6,2050.0,6,23
113653,1.0,2,2,low,40.8198,6917668,-73.9578,0,2500.0,4,24
113655,1.0,1,5,medium,40.8154,6942402,-73.9385,5,2000.0,4,29
113658,1.0,1,4,low,40.7679,6925386,-73.9597,5,3495.0,4,26
113660,2.0,2,5,low,40.7676,6912954,-73.9601,9,6400.0,4,22
113661,2.0,2,3,low,40.7648,6929283,-73.9701,1,4895.0,4,27
113663,1.0,1,3,low,40.7779,6924074,-73.9525,5,4855.0,4,26
113666,2.0,2,8,low,40.6938,6913095,-73.9669,6,3391.0,4,22
113669,1.0,3,3,medium,40.6759,6867903,-73.9226,10,1900.0,4,13
113670,1.0,0,3,low,40.7739,6869318,-73.947,0,2050.0,4,14
113671,1.0,1,8,medium,40.7047,6825712,-74.0076,4,2900.0,4,5
113672,1.0,2,8,low,40.7343,6888056,-73.9798,4,3695.0,4,17
113674,1.0,3,4,low,40.7031,6927994,-73.9283,0,3782.0,4,26
113675,1.0,2,12,high,40.7221,6898594,-73.9823,6,3350.0,4,20
113676,1.0,2,8,medium,40.7419,6859940,-73.9949,7,4000.0,4,12
113678,1.0,1,2,low,40.7581,6823523,-73.9806,2,2250.0,4,5
113679,1.0,0,5,medium,40.7487,6878389,-73.9425,6,1995.0,4,15
11368,1.0,1,1,low,40.7798,7132824,-73.9751,1,3595.0,6,9
113680,3.0,1,4,low,40.8572,6941471,-73.935,1,2050.0,4,29
113684,1.0,0,6,low,40.7536,6900227,-73.9739,3,2450.0,4,20
113686,1.0,1,5,low,40.7799,6863576,-73.9512,3,1900.0,4,13
113687,1.0,1,8,low,40.7749,6902438,-73.9551,1,2350.0,4,20
11369,1.0,1,8,low,40.7091,7172798,-74.0148,4,3000.0,6,16
113691,3.0,4,13,low,40.7936,6937830,-73.9737,12,10000.0,4,28
113696,1.0,1,6,low,40.7481,6818340,-73.9564,7,3380.0,4,3
113697,1.0,1,0,low,40.7756,6831375,-73.9833,5,3475.0,4,6
113698,2.0,3,4,low,40.6988,7196261,-73.9338,7,2995.0,4,26
113699,1.0,1,2,medium,40.745,6874375,-73.9536,4,2500.0,4,14
1137,1.0,3,5,high,40.7244,7128513,-73.9838,5,3500.0,6,9
11370,1.0,1,5,low,40.7677,7131839,-73.9251,6,2350.0,6,9
113701,2.0,3,1,low,40.8036,6866346,-73.9561,0,4000.0,4,13
113703,1.0,1,2,low,40.6905,6938046,-73.9668,5,2200.0,4,28
113704,1.0,0,5,low,40.7301,6838318,-73.9865,3,2775.0,4,7
113705,3.0,3,0,medium,40.7265,6927859,-74.0097,5,5565.0,4,26
11371,1.0,0,6,low,40.7729,7226224,-73.9566,4,2400.0,6,28
113710,1.0,0,5,low,40.7443,6875160,-73.9805,10,2895.0,4,15
113711,1.0,3,9,low,40.7031,6883387,-73.9283,8,3782.0,4,16
113712,1.0,0,6,medium,40.7792,6943530,-73.9532,4,2500.0,4,29
113714,1.0,2,11,medium,40.7461,6886851,-73.9947,5,3750.0,4,17
113715,1.0,2,3,low,40.8454,6946353,-73.939,5,2550.0,4,30
113727,1.0,0,3,medium,40.7448,6945066,-73.9823,4,2000.0,4,30
113732,2.0,2,7,low,40.7551,6877045,-73.9928,6,5895.0,4,15
113736,1.0,0,3,medium,40.7307,6920369,-73.9828,3,1995.0,4,24
113738,1.0,0,9,low,40.7081,6901744,-74.0065,7,2538.0,4,20
11374,3.0,4,10,low,40.7695,7129531,-73.9603,20,11100.0,6,9
113741,1.0,1,14,low,40.7606,6859650,-73.9994,3,3100.0,4,12
113743,1.0,0,16,medium,40.7677,6945937,-73.9916,6,2500.0,4,30
113746,0.0,0,2,low,40.8198,6937358,-73.9578,0,1750.0,4,28
113753,1.0,0,4,low,40.732,6817571,-73.9885,4,4295.0,4,3
113760,1.0,1,2,low,40.726,6873193,-73.9942,12,7500.0,4,14
113762,2.0,2,7,low,40.7676,6935349,-73.9601,12,6295.0,4,28
113764,3.0,3,12,low,40.7777,6900062,-73.9883,8,10000.0,4,20
113765,1.0,1,1,low,40.7589,6830903,-73.9902,8,2150.0,4,6
113768,2.0,2,5,low,40.7047,6893785,-74.0076,9,5993.0,4,19
113770,1.0,2,16,medium,40.7069,6840464,-74.0081,7,3323.0,4,7
113771,1.0,0,2,medium,40.7775,6871793,-73.9784,4,2050.0,4,14
113772,1.0,2,5,low,40.8198,6919258,-73.9578,11,2695.0,4,24
113775,1.0,0,8,medium,40.7034,6944037,-74.0105,6,2300.0,4,29
113777,1.0,2,3,low,40.7644,6892712,-73.9641,11,6950.0,4,19
11378,1.0,0,5,high,40.7864,7221987,-73.9421,3,1750.0,6,27
113781,1.0,0,4,low,40.7835,6881646,-73.9827,4,2350.0,4,16
113783,1.0,0,7,low,40.7514,6895284,-73.9864,8,2600.0,4,19
113785,2.0,2,8,medium,40.7321,6870366,-74.008,7,5758.0,4,14
113787,1.0,3,7,low,40.8267,6824586,-73.9392,14,2695.0,4,5
113788,1.0,2,6,low,40.7701,6843642,-73.955,6,4000.0,4,8
113792,1.0,0,12,low,40.761,6845071,-73.999,6,2375.0,4,8
113793,1.0,2,12,medium,40.7514,6899458,-73.9862,6,3150.0,4,20
113799,1.0,1,4,high,40.7501,6868525,-73.9976,4,2295.0,4,13
113800,2.0,3,15,low,40.7568,6828745,-73.9982,8,4750.0,4,6
113802,1.0,1,1,low,40.7873,6862597,-73.9695,9,2900.0,4,12
113805,1.0,2,2,low,40.7804,6837499,-73.9521,7,2500.0,4,7
113810,1.0,1,1,low,40.7631,6837066,-73.9581,4,2000.0,4,7
113811,1.0,2,7,low,40.7656,6831771,-73.9886,7,3700.0,4,6
113813,2.0,4,2,low,40.7228,6894500,-73.9831,3,7495.0,4,19
113820,1.0,1,14,low,40.7551,6844155,-73.9928,7,3850.0,4,8
113821,1.0,2,3,high,40.7098,6881487,-73.9388,7,2400.0,4,16
113824,1.0,2,5,medium,40.7463,6845050,-73.9773,6,2875.0,4,8
113827,1.0,1,5,low,40.7536,6827115,-73.9675,6,2550.0,4,5
11383,1.0,1,11,low,40.7709,7205569,-73.9917,11,3369.0,6,23
113832,1.0,2,16,medium,40.7449,6819015,-73.9441,11,3715.0,4,3
113840,1.5,4,7,low,40.8242,6887404,-73.9527,9,3695.0,4,17
113846,1.0,1,4,low,40.7436,6888410,-73.9727,0,3639.0,4,18
113854,1.0,1,1,low,40.7586,6917152,-73.9838,0,2700.0,4,24
113855,2.0,3,6,low,40.7937,6829818,-73.9761,7,5500.0,4,6
113857,1.0,0,8,low,40.7753,6942621,-73.954,6,2650.0,4,29
113858,2.0,2,9,low,40.77,6908017,-73.9838,3,5750.0,4,21
113867,1.0,2,2,high,40.7727,6874160,-73.9477,4,2400.0,4,14
113868,1.0,1,10,medium,40.7518,6816593,-73.9849,3,3495.0,4,2
11387,1.0,1,5,low,40.7733,7115330,-73.9286,5,2600.0,6,6
113874,3.0,3,13,low,40.7761,6948056,-73.9557,6,8200.0,4,30
113875,1.0,1,4,low,40.7807,6830926,-73.9539,9,2750.0,4,6
113879,1.0,1,2,medium,40.7155,6817148,-73.9465,4,2200.0,4,2
11388,2.0,3,3,low,40.733,7148017,-73.9857,20,7150.0,6,12
113881,1.0,1,7,low,40.8522,6889853,-73.935,6,1650.0,4,18
113885,1.0,0,2,medium,40.7701,6923385,-73.9829,12,2375.0,4,25
113886,1.0,0,10,low,40.7075,6826037,-74.0059,5,2525.0,4,5
113888,1.0,0,6,low,40.7389,6856598,-73.9929,6,3150.0,4,11
113893,1.0,0,8,medium,40.7514,6918004,-73.9864,11,2600.0,4,24
113894,0.0,0,9,low,40.7494,6905001,-73.9875,8,2600.0,4,21
113896,1.0,3,12,medium,40.7056,6825888,-74.0162,5,3655.0,4,5
113899,1.0,3,2,medium,40.7367,6941450,-73.9826,6,4495.0,4,29
11390,3.0,4,7,low,40.7847,7188270,-73.9474,13,6800.0,6,21
113904,1.0,1,5,low,40.7234,6847151,-73.9945,3,3695.0,4,9
113905,1.0,1,1,low,40.7232,6912505,-73.9837,0,2595.0,4,22
113908,1.0,3,3,low,40.6497,6832941,-73.9744,11,3350.0,4,6
113916,1.0,1,9,medium,40.7674,6818858,-73.9837,8,3000.0,4,3
113917,1.0,3,0,low,40.7794,6819586,-73.9829,5,4200.0,4,3
113918,1.0,2,2,medium,40.6953,6882376,-73.9632,12,1900.0,4,16
11392,2.0,4,0,low,40.7994,7151592,-73.9598,0,6500.0,6,12
113920,1.0,3,5,low,40.7271,6905313,-73.9893,7,4900.0,4,21
113921,1.0,2,3,medium,40.7908,6909371,-73.9491,6,2150.0,4,22
113926,1.0,3,11,medium,40.7056,6893609,-74.0134,9,5350.0,4,19
113931,1.0,1,2,low,40.7993,6885362,-73.9625,2,2400.0,4,17
113933,1.0,1,3,low,40.6647,6827878,-73.9525,4,2250.0,4,6
113934,3.0,3,6,low,40.7769,6895802,-73.9558,3,13000.0,4,19
113938,1.0,2,7,low,40.7059,6902852,-74.0162,7,2995.0,4,20
113939,1.0,0,3,low,40.6983,6880761,-73.9929,1,1950.0,4,16
11394,1.0,2,6,low,40.7437,7114850,-73.9756,6,3395.0,6,6
113940,1.0,3,2,medium,40.8367,6912575,-73.9382,1,2600.0,4,22
113942,1.0,2,1,low,40.862047,6815419,-73.9248,1,1475.0,4,2
113943,1.0,0,6,low,40.73,6933308,-73.9864,5,2750.0,4,27
113945,1.0,2,2,medium,40.6743,6850829,-73.9991,5,2700.0,4,10
11395,1.0,0,9,low,40.8198,7140509,-73.9578,8,1850.0,6,11
113950,1.0,2,0,medium,40.6652,6877050,-73.9919,10,2300.0,4,15
113953,1.0,3,1,medium,40.7752,6873480,-73.9811,4,3995.0,4,14
113954,1.0,3,11,medium,40.708,6876183,-74.0149,6,3999.0,4,15
113956,1.0,1,1,low,40.7984,6830196,-73.9632,0,2045.0,4,6
113964,2.0,3,3,low,40.786,6916608,-73.9435,4,3595.0,4,23
113965,1.0,0,3,low,40.7267,6823403,-73.9837,3,2200.0,4,5
113968,1.0,0,5,low,40.73,6924271,-73.9864,5,2925.0,4,26
11397,2.0,3,10,low,40.7438,7169218,-73.9743,5,5500.0,6,16
113970,1.0,2,8,low,40.7514,6849850,-73.9864,4,3200.0,4,9
113973,1.0,2,4,medium,40.7113,6870379,-73.9833,4,2915.0,4,14
113974,1.0,2,13,low,40.7081,6872072,-74.0065,4,3193.0,4,14
113975,1.0,0,9,low,40.71,6851380,-74.0143,3,2495.0,4,10
113976,1.0,1,1,low,40.862047,6881043,-73.9182,4,1645.0,4,16
113977,1.0,0,17,low,40.7056,6933844,-74.0094,8,2635.0,4,27
113978,2.0,3,14,low,40.7568,6814928,-73.9982,7,5150.0,4,2
11398,1.0,1,10,low,40.7518,7088322,-73.9944,6,3795.0,6,1
113980,1.0,2,8,medium,40.7073,6875420,-74.0046,8,2950.0,4,15
113982,1.0,1,4,medium,40.8198,6899253,-73.9578,5,1995.0,4,20
113984,1.0,2,6,low,40.7148,6888287,-73.9585,7,3799.0,4,18
113985,2.0,3,10,low,40.7376,6932076,-73.9738,6,4250.0,4,27
113992,1.0,0,6,medium,40.7406,6831709,-74.0038,4,2295.0,4,6
113994,1.0,0,0,low,40.7793,6976740,-73.9496,5,1710.0,4,16
113996,1.0,1,5,low,40.7417,6878612,-73.9806,17,3800.0,4,15
114001,2.0,1,3,low,40.6877,6929139,-73.945,0,2795.0,4,27
114007,2.0,2,13,low,40.6969,6891920,-73.983,2,3895.0,4,19
114010,2.0,3,4,low,40.7002,6818442,-73.907,10,2650.0,4,3
114012,1.0,2,8,low,40.7845,6844515,-73.9487,5,3500.0,4,8
114016,1.0,3,1,low,40.7864,6817829,-73.9515,2,3100.0,4,3
114017,1.0,2,7,medium,40.753,6839942,-73.9958,10,3100.0,4,7
114018,1.0,1,0,low,40.727,6900630,-73.9882,11,2295.0,4,20
114020,2.0,2,15,low,40.761,6867494,-73.999,8,4890.0,4,13
114021,1.0,0,1,high,40.7679,6817033,-73.9867,3,1570.0,4,2
114022,1.0,1,5,low,40.7631,6936978,-73.9769,7,2900.0,4,28
114027,1.0,1,1,medium,40.7354,6835424,-74.0056,2,2689.0,4,6
114028,1.0,1,7,low,40.6404,6836479,-74.0162,4,2895.0,4,7
114030,1.0,1,4,low,40.7347,6888645,-74.0013,3,2800.0,4,18
114031,1.0,0,3,low,40.7061,6925529,-74.0093,12,3700.0,4,26
114032,3.0,3,17,low,40.7757,6939892,-73.9569,7,10500.0,4,29
114035,1.0,1,12,low,40.7601,6814620,-73.9901,5,2600.0,4,2
114039,1.0,1,4,low,40.741,6863420,-73.979,4,2795.0,4,13
114041,1.0,2,0,low,40.7231,6916048,-74.0044,1,3625.0,4,23
114043,1.0,1,2,low,40.7771,6891530,-73.9445,5,2850.0,4,19
114045,2.0,4,12,medium,40.7369,6824821,-73.9791,13,4900.0,4,5
114046,3.0,3,6,low,40.7869,6911005,-73.9737,7,7500.0,4,22
114048,1.0,1,2,low,40.7772,6818257,-73.9455,5,2350.0,4,3
114051,1.0,0,2,low,40.7815,6916684,-73.9472,3,1825.0,4,23
114052,2.0,2,11,medium,40.7032,6826455,-73.9914,10,5430.0,4,5
114053,1.0,1,6,medium,40.77,6942818,-73.9526,4,2250.0,4,29
114063,1.0,1,3,low,40.7572,6813164,-73.9648,6,3000.0,4,2
114064,1.0,2,6,low,40.7465,6816110,-73.9803,6,3230.0,4,2
114066,1.0,2,0,medium,40.7252,6882277,-73.9514,4,2299.0,4,16
114067,2.0,3,5,medium,40.781,6913046,-73.9529,4,4200.0,4,22
114069,3.0,3,4,low,40.7742,6886338,-73.9647,8,6995.0,4,17
11407,1.0,1,7,medium,40.7671,7107801,-73.9834,7,2700.0,6,4
114070,1.0,1,5,low,40.7454,6928405,-73.9845,7,3570.0,4,27
114072,1.0,2,4,low,40.7722,6859919,-73.9809,4,3275.0,4,12
114076,1.0,0,2,low,40.7749,6837403,-73.9482,3,1700.0,4,7
114077,1.0,0,14,low,40.7111,6948095,-74.0055,7,3763.0,4,30
11408,1.0,2,1,low,40.7617,7125243,-73.9618,7,2895.0,6,8
114081,1.0,2,4,low,40.7488,6909435,-73.977,16,5200.0,4,22
114082,1.0,0,8,low,40.7302,6871659,-73.9924,5,3125.0,4,14
114083,1.0,2,1,medium,40.6805,6873333,-73.9722,6,2800.0,4,14
114084,1.0,1,11,low,40.7635,6823947,-73.981,8,3100.0,4,5
114087,1.0,1,7,low,40.776,6881360,-73.9534,3,2500.0,4,16
114089,1.0,2,6,low,40.7902,6913508,-73.9677,4,4175.0,4,22
114091,1.0,2,3,medium,40.7302,6816377,-73.9826,6,3495.0,4,2
114093,1.0,1,0,medium,40.7622,6884747,-73.9211,5,2000.0,4,16
114094,1.0,1,8,medium,40.7634,6856661,-73.9638,3,3495.0,4,11
114097,1.0,0,4,low,40.7454,6944410,-73.9776,0,3050.0,4,30
114098,2.0,2,9,medium,40.7087,6815739,-74.0058,4,4495.0,4,2
114103,1.0,2,7,low,40.7113,6843990,-73.958,10,2795.0,4,8
114106,1.0,2,10,low,40.7472,6830181,-73.9725,8,3995.0,4,6
114112,1.0,1,2,low,40.733,6890042,-73.9758,7,3277.0,4,18
114116,2.0,2,8,low,40.7829,6922476,-73.9771,5,6000.0,4,25
114118,1.0,2,12,low,40.7444,6833531,-73.9754,7,3700.0,4,6
114121,1.0,0,1,low,40.756,6904068,-73.9657,0,2200.0,4,21
114122,1.0,2,3,low,40.7425,6945078,-73.9789,1,3495.0,4,30
114123,1.0,2,3,low,40.7282,6877544,-73.9892,4,2575.0,4,15
114124,1.0,0,6,low,40.7546,6820650,-73.9983,3,2200.0,4,4
114128,1.0,2,12,high,40.7562,6918321,-73.9968,6,3163.0,4,24
11413,2.0,2,0,low,40.7797,7208130,-73.9446,0,6095.0,6,24
114130,2.0,2,7,low,40.7329,6860643,-74.0056,4,5600.0,4,12
114131,1.0,1,4,low,40.7481,6836759,-73.9748,8,4334.0,4,7
114133,1.0,3,3,low,40.8025,6864129,-73.9651,5,4000.0,4,13
114139,1.0,1,6,low,40.7489,6927737,-73.9765,3,3550.0,4,26
114140,1.0,1,6,low,40.7601,6852580,-73.9901,3,2595.0,4,10
114141,1.0,0,7,low,40.7813,6832417,-73.9494,3,2000.0,4,6
114145,1.0,0,9,medium,40.707,6826997,-74.0031,6,2525.0,4,5
114151,1.0,2,11,medium,40.7776,6884457,-73.9776,12,3400.0,4,16
114152,1.0,2,9,medium,40.7081,6874084,-74.0054,5,3147.0,4,14
114156,1.0,2,1,medium,40.7748,6891288,-73.9475,6,2445.0,4,18
114157,1.0,2,1,high,40.7399,6909013,-73.9987,8,3300.0,4,21
114159,1.0,1,0,low,40.8366,6922763,-73.9416,13,1900.0,4,25
11416,1.0,0,5,low,40.795,7103002,-73.9659,6,2970.0,6,3
114162,1.0,1,2,low,40.7403,6819399,-73.9978,3,3795.0,4,3
114164,1.0,1,5,low,40.7441,6857852,-73.9964,4,3400.0,4,12
114172,1.0,0,4,medium,40.7294,6894862,-73.8549,9,1625.0,4,19
114173,1.0,0,9,medium,40.71,6831359,-74.0143,8,2425.0,4,6
114179,1.0,2,1,low,40.7315,6891923,-73.9757,8,4992.0,4,19
114181,2.0,1,3,low,40.7064,6834242,-74.0155,0,5345.0,4,6
114184,1.0,1,1,low,40.7343,6839502,-74.0094,4,3695.0,4,7
114187,1.0,3,4,medium,40.7929,6823960,-73.9506,5,2500.0,4,5
114188,1.0,0,2,high,40.7749,6837700,-73.9482,4,1700.0,4,7
114189,1.0,3,7,medium,40.8026,6929725,-73.9655,4,3750.0,4,27
11419,1.0,1,12,low,40.7674,7204149,-73.9538,11,3195.0,6,23
114191,1.0,0,4,medium,40.7678,6886774,-73.9869,5,1875.0,4,17
114192,1.0,0,6,low,40.7689,6843947,-73.9608,7,2895.0,4,8
114193,1.0,3,4,high,40.7338,6840676,-74.0012,4,4900.0,4,7
114194,2.0,3,10,low,40.708,6855035,-74.002,4,7000.0,4,11
1142,1.0,2,10,low,40.7074,7145258,-74.0081,3,4595.0,6,12
114201,1.0,1,14,low,40.7561,6820181,-73.9965,8,3100.0,4,4
114202,1.0,2,5,low,40.7073,6877109,-74.0046,10,2790.0,4,15
114203,1.0,2,9,high,40.7427,6901601,-73.9957,5,4100.0,4,20
114206,1.0,1,6,low,40.7372,6865551,-73.9981,3,3495.0,4,13
114207,1.0,1,5,low,40.7608,6870732,-73.9891,4,2395.0,4,14
114210,1.0,0,8,low,40.7479,6905119,-73.9739,4,2550.0,4,21
114213,1.0,0,4,high,40.6404,6946653,-73.957,0,1495.0,4,30
114214,1.0,0,9,low,40.7064,6880198,-74.0088,10,3095.0,4,15
114216,2.0,2,8,low,40.7637,6870483,-73.9938,6,4800.0,4,14
11422,1.0,2,1,low,40.7574,7100904,-73.9681,0,3595.0,6,3
114221,1.0,2,1,medium,40.7285,6886967,-73.979,4,2900.0,4,17
114223,1.0,1,14,low,40.786,6946171,-73.9703,10,4295.0,4,30
114225,1.0,2,10,low,40.7645,6911773,-73.984,5,3300.0,4,22
114226,2.0,3,4,low,40.7751,6822987,-73.9847,1,10500.0,4,5
114229,2.0,2,15,low,40.7592,6927389,-73.9948,5,5700.0,4,26
11423,1.0,0,2,low,40.7743,7213323,-73.9874,0,1625.0,6,25
